Member_Id	Percent_of_customers	Percent_of_Total_Running_Sum_of_P_Q	P_Q
17884696	0.617029449	88.720022507%	8888
17889715	0.617157490	88.725004850%	8888
18018777	0.617285531	88.729987193%	8888
1868654	0.617413572	88.734969536%	8888
1875907	0.617541613	88.739951880%	8888
2339987	0.617669654	88.744934223%	8888
2394179	0.617797695	88.749916566%	8888
2428547	0.617925736	88.754898909%	8888
243834	0.618053777	88.759881253%	8888
2668712	0.618181818	88.764863596%	8888
2730198	0.618309859	88.769845939%	8888
2989383	0.618437900	88.774828283%	8888
3046293	0.618565941	88.779810626%	8888
3141663	0.618693982	88.784792969%	8888
374151	0.618822023	88.789775312%	8888
4126383	0.618950064	88.794757656%	8888
4177199	0.619078105	88.799739999%	8888
4191468	0.619206146	88.804722342%	8888
421658	0.619334187	88.809704685%	8888
4604289	0.619462228	88.814687029%	8888
4844329	0.619590269	88.819669372%	8888
4928132	0.619718310	88.824651715%	8888
5089436	0.619846351	88.829634058%	8888
5103629	0.619974392	88.834616402%	8888
5216283	0.620102433	88.839598745%	8888
5553886	0.620230474	88.844581088%	8888
5685117	0.620358515	88.849563431%	8888
5732497	0.620486556	88.854545775%	8888
5758967	0.620614597	88.859528118%	8888
5801112	0.620742638	88.864510461%	8888
5940506	0.620870679	88.869492804%	8888
6096554	0.620998720	88.874475148%	8888
6106029	0.621126761	88.879457491%	8888
6200317	0.621254802	88.884439834%	8888
6285557	0.621382843	88.889422178%	8888
6594111	0.621510883	88.894404521%	8888
6697876	0.621638924	88.899386864%	8888
6727675	0.621766965	88.904369207%	8888
677691	0.621895006	88.909351551%	8888
6787843	0.622023047	88.914333894%	8888
6889158	0.622151088	88.919316237%	8888
6951402	0.622279129	88.924298580%	8888
7010788	0.622407170	88.929280924%	8888
7060879	0.622535211	88.934263267%	8888
7105049	0.622663252	88.939245610%	8888
7193683	0.622791293	88.944227953%	8888
7415883	0.622919334	88.949210297%	8888
7447336	0.623047375	88.954192640%	8888
7518380	0.623175416	88.959174983%	8888
7563222	0.623303457	88.964157326%	8888
7566091	0.623431498	88.969139670%	8888
7627846	0.623559539	88.974122013%	8888
7655063	0.623687580	88.979104356%	8888
767845	0.623815621	88.984086699%	8888
7829276	0.623943662	88.989069043%	8888
783123	0.624071703	88.994051386%	8888
8040606	0.624199744	88.999033729%	8888
8179081	0.624327785	89.004016072%	8888
8206614	0.624455826	89.008998416%	8888
8220105	0.624583867	89.013980759%	8888
8259492	0.624711908	89.018963102%	8888
8267371	0.624839949	89.023945446%	8888
8291589	0.624967990	89.028927789%	8888
8324465	0.625096031	89.033910132%	8888
8328882	0.625224072	89.038892475%	8888
838167	0.625352113	89.043874819%	8888
8395095	0.625480154	89.048857162%	8888
8454782	0.625608195	89.053839505%	8888
8545218	0.625736236	89.058821848%	8888
8596389	0.625864277	89.063804192%	8888
8787809	0.625992318	89.068786535%	8888
8974820	0.626120359	89.073768878%	8888
9000126	0.626248399	89.078751221%	8888
9006742	0.626376440	89.083733565%	8888
901981	0.626504481	89.088715908%	8888
9040828	0.626632522	89.093698251%	8888
9048460	0.626760563	89.098680594%	8888
906476	0.626888604	89.103662938%	8888
9274025	0.627016645	89.108645281%	8888
9448512	0.627144686	89.113627624%	8888
9725484	0.627272727	89.118609967%	8888
9819143	0.627400768	89.123592311%	8888
9859105	0.627528809	89.128574654%	8888
9909614	0.627656850	89.133556997%	8888
1758296	0.627784891	89.138534856%	8880
18001489	0.627912932	89.143501503%	8860
7362821	0.628040973	89.148468151%	8860
9778965	0.628169014	89.153434798%	8860
11754419	0.628297055	89.158395279%	8849
15406491	0.628425096	89.163337261%	8816
17848282	0.628553137	89.168276441%	8811
8245626	0.628681178	89.173215620%	8811
17833959	0.628809219	89.178154239%	8810
5104746	0.628937260	89.183092858%	8810
16157775	0.629065301	89.188029234%	8806
1232614	0.629193342	89.192962247%	8800
16193958	0.629321383	89.197895260%	8800
168365	0.629449424	89.202828274%	8800
17706794	0.629577465	89.207761287%	8800
17840727	0.629705506	89.212694300%	8800
4530456	0.629833547	89.217627313%	8800
7390526	0.629961588	89.222560326%	8800
8235834	0.630089629	89.227493339%	8800
8248429	0.630217670	89.232425792%	8799
16369714	0.630345711	89.237357684%	8798
17860434	0.630473752	89.242288455%	8796
7643783	0.630601793	89.247218665%	8795
16256416	0.630729834	89.252147193%	8792
9496357	0.630857875	89.257075722%	8792
11842416	0.630985915	89.262003129%	8790
12849895	0.631113956	89.266930537%	8790
13128600	0.631241997	89.271857944%	8790
8659684	0.631370038	89.276785352%	8790
653202	0.631498079	89.281710517%	8786
7838669	0.631626120	89.286635682%	8786
13745516	0.631754161	89.291557484%	8780
14214437	0.631882202	89.296479286%	8780
8872272	0.632010243	89.301400527%	8779
13152324	0.632138284	89.306320086%	8776
14319910	0.632266325	89.311239646%	8776
15032195	0.632394366	89.316159205%	8776
1621362	0.632522407	89.321078765%	8776
16951436	0.632650448	89.325998324%	8776
17893764	0.632778489	89.330917883%	8776
18035224	0.632906530	89.335837443%	8776
18114087	0.633034571	89.340757002%	8776
8160672	0.633162612	89.345676562%	8776
8671268	0.633290653	89.350596121%	8776
1459254	0.633418694	89.355515120%	8775
14611400	0.633546735	89.360431316%	8770
16624957	0.633674776	89.365347512%	8770
970395	0.633802817	89.370263708%	8770
18089550	0.633930858	89.375174299%	8760
446874	0.634058899	89.380084889%	8760
3253318	0.634186940	89.384994358%	8758
14993072	0.634314981	89.389898222%	8748
2910367	0.634443022	89.394798722%	8742
17983614	0.634571063	89.399698101%	8740
7535271	0.634699104	89.404597480%	8740
939517	0.634827145	89.409496859%	8740
16356289	0.634955186	89.414392314%	8733
13451567	0.635083227	89.419285526%	8729
16883630	0.635211268	89.424173694%	8720
9395481	0.635339309	89.429061861%	8720
6645507	0.635467350	89.433947226%	8715
14259271	0.635595391	89.438830909%	8712
9456272	0.635723431	89.443714592%	8712
17739681	0.635851472	89.448593791%	8704
1915478	0.635979513	89.453470747%	8700
9030858	0.636107554	89.458347703%	8700
17576507	0.636235595	89.463222977%	8697
3350674	0.636363636	89.468098252%	8697
4660006	0.636491677	89.472973526%	8697
13294273	0.636619718	89.477845437%	8691
10345819	0.636747759	89.482716788%	8690
15536214	0.636875800	89.487588138%	8690
426023	0.637003841	89.492459489%	8690
8225360	0.637131882	89.497330839%	8690
17743633	0.637259923	89.502196584%	8680
12728598	0.637387964	89.507059526%	8675
429315	0.637516005	89.511919104%	8669
3162136	0.637644046	89.516774198%	8661
12051236	0.637772087	89.521623126%	8650
14707888	0.637900128	89.526472054%	8650
7240169	0.638028169	89.531320421%	8649
12674766	0.638156210	89.536166546%	8645
14948443	0.638284251	89.541010428%	8641
10452946	0.638412292	89.545853750%	8640
17485325	0.638540333	89.550697072%	8640
8659893	0.638668374	89.555540394%	8640
18064094	0.638796415	89.560383155%	8639
12169589	0.638924456	89.565220872%	8630
17730195	0.639052497	89.570058588%	8630
527902	0.639180538	89.574895744%	8629
1805524	0.639308579	89.579730657%	8625
15458391	0.639436620	89.584565010%	8624
1345013	0.639564661	89.589397121%	8620
14418571	0.639692702	89.594228110%	8618
4643520	0.639820743	89.599052373%	8606
15947064	0.639948784	89.603873832%	8601
1270754	0.640076825	89.608694732%	8600
17793276	0.640204866	89.613515631%	8600
3269863	0.640332907	89.618336530%	8600
5919041	0.640460948	89.623157429%	8600
12083380	0.640588988	89.627972723%	8590
13366307	0.640717029	89.632788016%	8590
5660139	0.640845070	89.637603310%	8590
682243	0.640973111	89.642418603%	8590
8656150	0.641101152	89.647233897%	8590
13425507	0.641229193	89.652048630%	8589
12748072	0.641357234	89.656862802%	8588
8316942	0.641485275	89.661675853%	8586
17103718	0.641613316	89.666485541%	8580
4326145	0.641741357	89.671295229%	8580
8001669	0.641869398	89.676104917%	8580
8958317	0.641997439	89.680914604%	8580
15098442	0.642125480	89.685723732%	8579
17809972	0.642253521	89.690532298%	8578
17319006	0.642381562	89.695338623%	8574
10612039	0.642509603	89.700144386%	8573
8296446	0.642637644	89.704947908%	8569
16903903	0.642765685	89.709746384%	8560
7692259	0.642893726	89.714544861%	8560
8580892	0.643021767	89.719343337%	8560
3961160	0.643149808	89.724140693%	8558
11039552	0.643277849	89.728933563%	8550
15461554	0.643405890	89.733726434%	8550
16838754	0.643533931	89.738519305%	8550
9072378	0.643661972	89.743299843%	8528
9809383	0.643790013	89.748077578%	8523
16843576	0.643918054	89.752853632%	8520
6999417	0.644046095	89.757628564%	8518
8702004	0.644174136	89.762397891%	8508
11335932	0.644302177	89.767162733%	8500
14707044	0.644430218	89.771927575%	8500
17870665	0.644558259	89.776692418%	8500
2464103	0.644686300	89.781457260%	8500
5486881	0.644814341	89.786220981%	8498
17791290	0.644942382	89.790981899%	8493
1108611	0.645070423	89.795742257%	8492
12057271	0.645198464	89.800502615%	8492
9404609	0.645326504	89.805262972%	8492
12693798	0.645454545	89.810022209%	8490
6915078	0.645582586	89.814781445%	8490
8320610	0.645710627	89.819540682%	8490
13908464	0.645838668	89.824298797%	8488
17849631	0.645966709	89.829056913%	8488
17921462	0.646094750	89.833815028%	8488
16318417	0.646222791	89.838568659%	8480
17322173	0.646350832	89.843322290%	8480
6489924	0.646478873	89.848075921%	8480
17635035	0.646606914	89.852828430%	8478
7448077	0.646734955	89.857580940%	8478
17961525	0.646862996	89.862328405%	8469
17126750	0.646991037	89.867065218%	8450
13766121	0.647119078	89.871800911%	8448
7710922	0.647247119	89.876536043%	8447
8491171	0.647375160	89.881271175%	8447
4103271	0.647503201	89.886004625%	8444
5563700	0.647631242	89.890738076%	8444
12693662	0.647759283	89.895463678%	8430
11480185	0.647887324	89.900188159%	8428
15628753	0.648015365	89.904908156%	8420
17149864	0.648143406	89.909616941%	8400
18011430	0.648271447	89.914325726%	8400
4668095	0.648399488	89.919034512%	8400
644099	0.648527529	89.923743297%	8400
7351888	0.648655570	89.928452082%	8400
9371203	0.648783611	89.933160867%	8400
10539840	0.648911652	89.937869092%	8399
18116447	0.649039693	89.942577317%	8399
17969247	0.649167734	89.947284420%	8397
7537686	0.649295775	89.951991524%	8397
326652	0.649423816	89.956697506%	8395
13869686	0.649551857	89.961402928%	8394
11493880	0.649679898	89.966106108%	8390
1798402	0.649807939	89.970808727%	8389
8382021	0.649935980	89.975511346%	8389
13903046	0.650064020	89.980213404%	8388
18039126	0.650192061	89.984910978%	8380
13366196	0.650320102	89.989607431%	8378
17688524	0.650448143	89.994302762%	8376
7369631	0.650576184	89.998996973%	8374
11177233	0.650704225	90.003688941%	8370
15135551	0.650832266	90.008380909%	8370
576632	0.650960307	90.013072877%	8370
8045944	0.651088348	90.017764845%	8370
16944995	0.651216389	90.022456253%	8369
10344407	0.651344430	90.027142615%	8360
16731813	0.651472471	90.031828978%	8360
7567089	0.651600512	90.036515340%	8360
10451537	0.651728553	90.041198339%	8354
13649258	0.651856594	90.045879096%	8350
13014485	0.651984635	90.050554247%	8340
7273678	0.652112676	90.055229398%	8340
8007282	0.652240717	90.059900065%	8332
10038150	0.652368758	90.064569610%	8330
1339267	0.652496799	90.069239156%	8330
5937761	0.652624840	90.073908701%	8330
7848005	0.652752881	90.078578246%	8330
1401206	0.652880922	90.083244428%	8324
18119769	0.653008963	90.087908368%	8320
8161673	0.653137004	90.092572308%	8320
1718272	0.653265045	90.097234005%	8316
9474679	0.653393086	90.101891218%	8308
16362238	0.653521127	90.106547310%	8306
18007232	0.653649168	90.111203401%	8306
186564	0.653777209	90.115859493%	8306
7599905	0.653905250	90.120515585%	8306
9393321	0.654033291	90.125171677%	8306
7007293	0.654161332	90.129824965%	8301
10019943	0.654289373	90.134477694%	8300
12408949	0.654417414	90.139130422%	8300
12820543	0.654545455	90.143783150%	8300
13240360	0.654673496	90.148435879%	8300
17916641	0.654801536	90.153088607%	8300
17970129	0.654929577	90.157741335%	8300
8167615	0.655057618	90.162394063%	8300
9291779	0.655185659	90.167046792%	8300
6570578	0.655313700	90.171698399%	8298
10763688	0.655441741	90.176348324%	8295
3354065	0.655569782	90.180998250%	8295
11277121	0.655697823	90.185645372%	8290
18122379	0.655825864	90.190292495%	8290
2008073	0.655953905	90.194939618%	8290
4447358	0.656081946	90.199586740%	8290
12749906	0.656209987	90.204233302%	8289
13103675	0.656338028	90.208879304%	8288
14536873	0.656466069	90.213525305%	8288
16804677	0.656594110	90.218171307%	8288
17894561	0.656722151	90.222817308%	8288
5895258	0.656850192	90.227463309%	8288
6826743	0.656978233	90.232109311%	8288
7667790	0.657106274	90.236755312%	8288
14518472	0.657234315	90.241400753%	8287
12774325	0.657362356	90.246042270%	8280
1449135	0.657490397	90.250683787%	8280
13020646	0.657618438	90.255320259%	8271
9069923	0.657746479	90.259955609%	8269
1440050	0.657874520	90.264588718%	8265
6835860	0.658002561	90.269220144%	8262
13778863	0.658130602	90.273845405%	8251
13223918	0.658258643	90.278470105%	8250
12658657	0.658386684	90.283089759%	8241
17481047	0.658514725	90.287708293%	8239
8998190	0.658642766	90.292326826%	8239
1012168	0.658770807	90.296935830%	8222
17759941	0.658898848	90.301544834%	8222
17760579	0.659026889	90.306153838%	8222
17812889	0.659154930	90.310762842%	8222
9648555	0.659282971	90.315371846%	8222
9153187	0.659411012	90.319980289%	8221
946973	0.659539052	90.324580884%	8207
12893005	0.659667093	90.329177556%	8200
18089378	0.659795134	90.333774227%	8200
18107667	0.659923175	90.338370898%	8200
290991	0.660051216	90.342963085%	8192
10501684	0.660179257	90.347554151%	8190
1656897	0.660307298	90.352145216%	8190
10940818	0.660435339	90.356735161%	8188
6347320	0.660563380	90.361325105%	8188
7529187	0.660691421	90.365912808%	8184
12352309	0.660819462	90.370498267%	8180
1728706	0.660947503	90.375083727%	8180
1800414	0.661075544	90.379669187%	8180
1888379	0.661203585	90.384254647%	8180
1073322	0.661331626	90.388835062%	8171
13760711	0.661459667	90.393414916%	8170
4907376	0.661587708	90.397994210%	8169
1173110	0.661715749	90.402570701%	8164
6260695	0.661843790	90.407147192%	8164
14555785	0.661971831	90.411721440%	8160
18097604	0.662099872	90.416295689%	8160
6287961	0.662227913	90.420869937%	8160
6785622	0.662355954	90.425444186%	8160
9968610	0.662483995	90.430018434%	8160
12524711	0.662612036	90.434590441%	8156
6837288	0.662740077	90.439159083%	8150
879661	0.662868118	90.443727166%	8149
7849252	0.662996159	90.448294687%	8148
14731500	0.663124200	90.452859967%	8144
5259424	0.663252241	90.457425246%	8144
6039153	0.663380282	90.461989404%	8142
15427931	0.663508323	90.466552442%	8140
15657654	0.663636364	90.471115479%	8140
13022349	0.663764405	90.475668426%	8122
10041300	0.663892446	90.480215206%	8111
2697616	0.664020487	90.484760866%	8109
10731526	0.664148528	90.489305965%	8108
11026602	0.664276569	90.493846579%	8100
12941377	0.664404609	90.498387193%	8100
6227645	0.664532650	90.502927808%	8100
8352322	0.664660691	90.507468422%	8100
9864775	0.664788732	90.512009036%	8100
239207	0.664916773	90.516546287%	8094
6038311	0.665044814	90.521076812%	8082
6341338	0.665172855	90.525606214%	8080
13669745	0.665300896	90.530134496%	8078
1009572	0.665428937	90.534658294%	8070
11663574	0.665556978	90.539182091%	8070
13779741	0.665685019	90.543705888%	8070
16294171	0.665813060	90.548229685%	8070
16369299	0.665941101	90.552753483%	8070
16534976	0.666069142	90.557277280%	8070
3342841	0.666197183	90.561801077%	8070
5565406	0.666325224	90.566324874%	8070
7338748	0.666453265	90.570848672%	8070
15943231	0.666581306	90.575365742%	8058
16413954	0.666709347	90.579882813%	8058
6849872	0.666837388	90.584397641%	8054
10733950	0.666965429	90.588911908%	8053
16657133	0.667093470	90.593423934%	8049
17691308	0.667221511	90.597935959%	8049
9402655	0.667349552	90.602446863%	8047
10270404	0.667477593	90.606956646%	8045
1370587	0.667605634	90.611465308%	8043
14527570	0.667733675	90.615972288%	8040
17748353	0.667861716	90.620479268%	8040
272423	0.667989757	90.624986249%	8040
15357937	0.668117798	90.629490986%	8036
7285447	0.668245839	90.633994603%	8034
17666852	0.668373880	90.638495978%	8030
6179907	0.668501921	90.642993989%	8024
10673709	0.668629962	90.647488636%	8018
13706235	0.668758003	90.651973194%	8000
1372412	0.668886044	90.656457751%	8000
14564583	0.669014085	90.660942309%	8000
16440892	0.669142125	90.665426866%	8000
17158695	0.669270166	90.669911423%	8000
17933214	0.669398207	90.674395981%	8000
17951853	0.669526248	90.678880538%	8000
18101646	0.669654289	90.683365095%	8000
5189691	0.669782330	90.687849653%	8000
